NumeroCarnet,CodigoCurso,Nota
100996791,160717.0,53
100996791,160717.0,85
100996791,160717.0,76
100996791,160717.0,94
100996791,160717.0,57
100996791,160717.0,69
100996791,160717.0,89
100996791,160717.0,60
100996791,160717.0,68
100996791,160717.0,89
100996791,160717.0,80
100996791,160717.0,93
100996791,160717.0,92
100996791,160717.0,66
100996791,160717.0,75
100996791,160717.0,76
100996791,160717.0,72
100996791,160717.0,54
100996791,160717.0,60
100996791,160717.0,100
100996791,160717.0,99
100996791,160717.0,61
101007676,126650.0,73
101007676,126650.0,72
101007676,126651.0,89
101007676,113802.0,85
101007676,125709.0,97
101007676,113802.0,89
101007676,135718.0,72
101007676,113307.0,63
101007676,135718.0,69
101007676,126647.0,50
101007676,115710.0,83
101019387,119866.0,86
101019387,119866.0,63
101019387,119866.0,55
101019387,119848.0,91
101019387,119866.0,82
101019387,160643.0,66
101019387,119866.0,67
101020267,160980.0,85
101020267,119020.0,95
101020267,117460.0,66
101020267,123080.0,76
101020267,118497.0,56
101020267,117460.0,71
101020267,123080.0,72
101020267,119020.0,68
101020267,123080.0,51
101020267,160649.0,62
101020267,159989.0,63
101020267,160650.0,56
101020267,159989.0,74
101020267,159989.0,84
101020267,110319.0,68
101020267,123901.0,50
101020267,160650.0,73
101020267,160980.0,73
101020267,159989.0,74
101020267,160650.0,80
101020267,160980.0,77
101020267,160647.0,74
101020267,123901.0,99
101020267,119020.0,60
101020267,160980.0,63
101020267,159989.0,75
101020267,117460.0,66
101020267,119020.0,98
101020267,159989.0,100
101020267,118876.0,69
101020267,123901.0,66
101020267,160647.0,100
101020428,116353.0,84
101020428,116353.0,84
101020428,116353.0,55
101020428,116353.0,95
101020428,125227.0,99
101020428,116353.0,82
101020428,116353.0,78
101020428,118262.0,79
101020428,116353.0,84
101030889,160668.0,71
101030889,114019.0,59
101030889,114019.0,52
101030889,114294.0,50
101030889,112485.0,62
101030889,112761.0,88
101030889,112761.0,73
101030889,112654.0,89
101030889,114294.0,71
101030889,112654.0,57
101030889,112654.0,84
101030889,114019.0,64
101030889,160882.0,63
101030889,110069.0,57
101030889,114294.0,88
101030889,160670.0,97
101030889,160882.0,87
101030889,112761.0,91
101030889,160582.0,69
101030889,112031.0,95
101030889,112485.0,83
101030889,109021.0,67
101030889,114019.0,80
101030889,160668.0,55
101030889,110069.0,88
101030889,114019.0,57
101030889,109021.0,65
101030889,109021.0,81
101030889,110068.0,54
101030889,112485.0,76
101030889,112031.0,98
101030889,112654.0,84
101030889,160882.0,76
101030889,112031.0,53
101031136,110520.0,52
101031136,122695.0,83
101031136,115459.0,82
101031136,124905.0,65
101031136,122695.0,83
101031136,118925.0,88
101031136,115137.0,56
101031136,107703.0,62
101031136,114102.0,84
101031136,111823.0,52
101031136,123833.0,93
101031136,110520.0,59
101031136,114102.0,51
101031136,114811.0,94
101031136,109111.0,100
101031136,117520.0,63
101031136,108840.0,80
101031136,111158.0,94
101031136,123833.0,85
101031136,113803.0,61
101031563,107754.0,97
101031563,116549.0,77
101031563,107754.0,69
101031563,107754.0,61
101031563,124589.0,76
101031563,160332.0,87
101031563,116549.0,92
101031563,116549.0,51
101031563,160334.0,64
101031563,122718.0,83
101031563,107754.0,96
101031563,159730.0,63
101031563,160334.0,62
101031563,159730.0,90
101031563,127069.0,74
101031563,116549.0,65
101031563,118977.0,56
101031563,156290.0,59
101031563,127069.0,58
101031563,116549.0,86
101031563,160332.0,63
101031563,159730.0,94
101031563,160334.0,63
101031563,124589.0,92
101031563,160332.0,90
101031563,160707.0,84
101031563,118977.0,51
101031563,116549.0,60
101042358,111023.0,96
101042358,156365.0,50
101042358,160568.0,54
101042358,110629.0,68
101042358,110113.0,52
101042358,153042.0,51
101042358,111123.0,74
101042358,111023.0,74
101042358,121992.0,61
101042358,125212.0,99
101042358,111023.0,61
101042358,111353.0,70
101042358,138072.0,92
101042358,111023.0,68
101042358,111023.0,71
101042358,110987.0,81
101053316,130946.0,85
101053316,130725.0,83
101053316,161064.0,99
101053316,146234.0,91
101053316,143700.0,77
101053316,152934.0,81
101053316,130943.0,64
101053316,152715.0,56
101053316,148501.0,79
101053316,161136.0,78
101053316,150190.0,75
101053316,161127.0,64
101053316,161000.0,83
101053316,161057.0,67
101053316,161043.0,57
101053316,161149.0,82
101053316,142826.0,97
101053316,161113.0,81
101053316,145113.0,58
101053316,154138.0,83
101053316,152715.0,89
101053316,161073.0,98
101053316,152934.0,97
101064216,108816.0,71
101064216,108816.0,64
101064216,108818.0,84
101064216,108816.0,83
101064216,108816.0,89
101064216,108818.0,74
101064216,108818.0,66
101064216,108816.0,99
101064216,108816.0,61
101064216,108818.0,89
101064216,108818.0,70
101064216,108816.0,76
101064216,108816.0,75
101064216,108816.0,93
101064216,108818.0,54
101064216,108818.0,65
101064216,108816.0,97
101064216,108818.0,83
101064216,108818.0,93
101064216,108816.0,70
101064216,108818.0,64
101064216,108816.0,83
101064216,108818.0,80
101064216,108816.0,71
101064216,108816.0,50
101064216,108816.0,73
101064216,108816.0,66
101064216,108816.0,77
101064216,108816.0,86
101064216,108818.0,84
101064216,108816.0,55
101064216,108818.0,82
101075091,119844.0,52
101075091,119866.0,76
101075091,160712.0,55
101075091,126948.0,64
101075091,119848.0,73
101075091,119848.0,76
101075091,119866.0,81
101075091,119866.0,88
101075091,119866.0,77
101075091,119866.0,64
101075091,119846.0,91
101075091,119866.0,86
101075091,119866.0,61
101075091,119866.0,99
101075091,119866.0,81
101075091,119866.0,86
101075091,160643.0,57
101075091,160712.0,72
101075091,119866.0,76
101075091,119866.0,66
101075091,119866.0,73
101075091,119844.0,70
101075091,119866.0,55
101075091,160643.0,83
101075091,119866.0,88
101075091,126948.0,78
101075091,119866.0,99
101075091,160643.0,55
101075091,119866.0,76
101075091,119866.0,86
101075091,119866.0,57
101075091,119866.0,88
101075091,119866.0,70
101075091,119866.0,90
101075091,119866.0,97
101075091,119866.0,62
101075138,159603.0,87
101075138,115710.0,75
101075138,126647.0,80
101075138,115710.0,90
101075138,126647.0,59
101075138,113307.0,79
101075138,126650.0,88
101075138,159642.0,82
101075138,113802.0,86
101075138,126650.0,76
101075138,120599.0,98
101075138,113802.0,78
101075138,159641.0,99
101075138,121412.0,72
101075138,126649.0,90
101075138,135718.0,94
101075138,126649.0,64
101075138,159642.0,71
101075138,159642.0,92
101075138,113802.0,98
101075138,135718.0,91
101075138,126649.0,90
101075138,115710.0,71
101075138,122029.0,93
101075138,113802.0,66
101075138,112920.0,80
101075138,159603.0,59
101075138,112472.0,91
101075424,152715.0,84
101075424,161139.0,92
101075424,130735.0,91
101075424,153102.0,98
101075424,130417.0,51
101075424,131657.0,95
101075424,146234.0,50
101075424,161026.0,79
101075424,161182.0,67
101075424,145513.0,50
101075424,160483.0,73
101075424,161071.0,90
101075424,154139.0,85
101075424,152614.0,91
101075424,144701.0,91
101075424,143948.0,61
101075424,152941.0,92
101075424,145737.0,59
101075424,152744.0,50
101075424,160100.0,76
101075424,145113.0,83
101075424,144312.0,71
101075424,161003.0,81
101075424,142410.0,83
101075424,144643.0,95
101075424,148497.0,77
101075424,149452.0,91
101085755,160980.0,66
101085755,160650.0,72
101085755,160647.0,57
101085755,160647.0,96
101085755,123901.0,58
101085755,159989.0,59
101085755,110319.0,92
101085755,160980.0,70
101085755,160650.0,57
101085755,160650.0,64
101085755,160649.0,52
101085755,160650.0,83
101085755,110319.0,85
101085755,123080.0,51
101085755,159989.0,56
101085755,160980.0,84
101085755,159989.0,87
101085755,160650.0,82
101085755,160980.0,80
101085755,110319.0,66
101085755,160980.0,50
101085755,160650.0,82
101085755,160647.0,96
101085755,123901.0,52
101085755,118876.0,60
101085755,118497.0,93
101085755,160980.0,69
101085755,160650.0,91
101085755,119020.0,85
101085755,119020.0,89
101085755,118497.0,86
101085755,123901.0,90
101085755,159989.0,91
101085755,160650.0,94
101085755,123901.0,83
101085755,118876.0,82
101085755,118876.0,78
101085755,123901.0,82
101085755,160980.0,71
101085755,159989.0,98
101085966,160610.0,52
101085966,126998.0,65
101085966,119441.0,57
101085966,126933.0,62
101085966,126942.0,92
101085966,108772.0,85
101086402,109592.0,89
101086402,159700.0,92
101086402,160750.0,71
101086402,159700.0,94
101086402,160750.0,61
101086402,113003.0,66
101086402,159702.0,55
101086402,113003.0,71
101086402,156051.0,100
101086402,109592.0,95
101086402,113003.0,89
101086402,159700.0,79
101086402,159700.0,52
101086402,113003.0,62
101086402,159702.0,50
101086402,113003.0,67
101086402,122846.0,98
101086402,113003.0,99
101086402,113003.0,92
101086402,113003.0,87
101086402,109592.0,59
101086402,109592.0,78
101086402,113003.0,99
101086402,122846.0,64
101086402,109592.0,92
101086526,159706.0,69
101086526,119061.0,99
101086526,121189.0,79
101086526,123674.0,53
101086579,111435.0,84
101086579,126109.0,89
101086579,111873.0,81
101086579,122172.0,52
101086579,115238.0,62
101086579,135062.0,63
101086579,114176.0,97
101086579,111873.0,67
101086579,112288.0,58
101086579,126109.0,84
101086579,114000.0,72
101086579,110622.0,56
101086579,111873.0,95
101086579,160437.0,95
101086579,160437.0,55
101086579,159803.0,70
101086579,114176.0,82
101086579,111873.0,55
101086579,124914.0,88
101086579,113591.0,64
101086579,120352.0,99
101086579,108094.0,56
101086579,111873.0,61
101086579,114000.0,83
101086579,159840.0,66
101086579,160437.0,64
101086579,111430.0,60
101086579,113591.0,67
101086579,160161.0,97
101086579,111873.0,50
101086579,113024.0,95
101086579,160161.0,92
101086579,159803.0,96
101086579,156306.0,99
101086579,159812.0,91
101086579,160456.0,68
101086579,122172.0,83
101086579,111435.0,81
101086579,159803.0,75
101096720,110766.0,96
101096720,110392.0,90
101096720,126393.0,91
101096720,111696.0,75
101096720,113943.0,81
101096720,110095.0,88
101096720,121311.0,66
101096720,113878.0,76
101096720,119002.0,50
101096720,110392.0,67
101096720,118016.0,52
101096720,110751.0,90
101096720,110751.0,87
101096720,113943.0,64
101096720,111696.0,78
101096720,119002.0,59
101096720,121311.0,82
101096720,110751.0,90
101096720,113943.0,76
101096720,110392.0,74
101096720,110392.0,88
101096720,127043.0,79
101096720,117131.0,58
101096720,119940.0,52
101096720,119002.0,83
101096720,123714.0,62
101096720,117131.0,95
101096720,110392.0,83
101096784,159730.0,52
101096784,160334.0,73
101096784,160191.0,85
101096784,156326.0,54
101096784,123398.0,53
101096784,123398.0,56
101096784,160191.0,86
101096784,116549.0,58
101096784,116549.0,98
101096784,127097.0,61
101096784,156531.0,74
101096784,127097.0,84
101096784,127069.0,84
101096784,116549.0,85
101096784,156531.0,67
101096784,109847.0,75
101096784,118977.0,67
101096784,107754.0,66
101096784,160367.0,72
101096784,123398.0,60
101096784,124589.0,81
101096784,109660.0,99
101096784,116549.0,84
101096784,116549.0,94
101096896,109855.0,82
101096896,160422.0,97
101096896,109855.0,63
101096896,160423.0,76
101096896,109855.0,88
101096896,160422.0,51
101096896,109855.0,86
101096896,160423.0,56
101096896,160422.0,81
101096896,110440.0,57
101096896,110440.0,94
101096896,160422.0,60
101096896,109855.0,72
101096896,160422.0,81
101096896,160422.0,85
101096896,160423.0,96
101096896,160422.0,56
101096896,160423.0,93
101096896,110440.0,89
101096896,110440.0,95
101096896,160423.0,58
101096896,160422.0,66
101096896,109855.0,74
101096896,160422.0,73
101096896,110440.0,59
101096896,110440.0,84
101096896,160423.0,67
101096896,160423.0,91
101096896,109855.0,85
101096896,160422.0,92
101096896,110440.0,91
101096896,160422.0,97
101096896,109855.0,91
101097283,121078.0,55
101097283,125869.0,87
101097283,123883.0,67
101097283,159628.0,75
101097283,122603.0,87
101097283,116137.0,53
101097283,123239.0,90
101097283,123242.0,56
101097283,111533.0,86
101097283,123680.0,63
101097283,111161.0,73
101097283,159626.0,89
101097283,120228.0,62
101097283,111695.0,71
101097283,116137.0,62
101097283,121078.0,77
101097283,123242.0,50
101097283,110989.0,72
101118894,109842.0,66
101118894,113583.0,77
101118894,113583.0,78
101118894,120084.0,87
101118894,159901.0,96
101118894,117946.0,61
101118894,115130.0,56
101118894,113583.0,66
101118894,128274.0,88
101118894,156057.0,86
101118894,159926.0,100
101118894,119985.0,50
101118894,156057.0,84
101118894,118858.0,96
101118894,119985.0,77
101118894,120084.0,61
101118894,109705.0,100
101118894,160534.0,90
101118894,159926.0,72
101118894,121013.0,76
101118894,109705.0,83
101118894,159779.0,92
101118894,126400.0,98
101118894,117946.0,54
101118894,109750.0,69
101118894,117560.0,99
101118894,120084.0,50
101118894,109842.0,82
101118894,119985.0,73
101118894,126400.0,97
101118894,126529.0,86
101118894,117946.0,96
101118894,156139.0,87
101118894,120084.0,52
101118894,115130.0,59
101119051,118927.0,82
101119051,160007.0,70
101119051,159662.0,56
101119051,160007.0,51
101119051,117785.0,50
101119051,160960.0,86
101119051,130245.0,81
101119051,117540.0,50
101119051,160952.0,91
101119051,148302.0,54
101119051,117540.0,86
101119051,117540.0,65
101119051,160953.0,74
101119051,160952.0,51
101119051,160947.0,71
101119051,130119.0,95
101119051,146552.0,62
101119051,146676.0,73
101119140,119866.0,69
101119140,119866.0,93
101119140,119854.0,51
101119140,160712.0,68
101119140,119866.0,50
101119140,119866.0,91
101119140,119866.0,100
101119140,119866.0,99
101119140,126948.0,91
101119140,119866.0,84
101119140,160712.0,98
101119140,119866.0,84
101119140,119866.0,89
101119140,119866.0,95
101119140,119866.0,80
101119140,119854.0,99
101119140,119866.0,86
101119140,119866.0,75
101119140,160712.0,72
101119140,119866.0,77
101119140,126948.0,62
101119140,119866.0,88
101119140,119854.0,53
101119140,119844.0,92
101119140,126948.0,82
101119140,160643.0,52
101119140,126948.0,96
101119140,126948.0,58
101119140,119866.0,68
101119140,119866.0,57
101119140,119866.0,78
101119140,119866.0,85
101119140,119866.0,81
101119140,119866.0,79
101119140,119866.0,88
101119140,119866.0,87
101119140,119866.0,55
101119140,119866.0,71
101119313,122031.0,76
101119313,126650.0,60
101119313,113802.0,84
101119313,159603.0,77
101119313,112472.0,87
101119313,126647.0,75
101119313,126650.0,75
101119313,113802.0,82
101119313,120599.0,59
101119313,159603.0,60
101119313,113307.0,56
101119313,159642.0,85
101119313,112920.0,74
101119313,126647.0,65
101119313,121036.0,72
101119313,124093.0,77
101119313,126647.0,100
101119313,135718.0,99
101119313,122031.0,58
101119313,126647.0,98
101119313,124093.0,62
101119313,112920.0,57
101119313,126649.0,91
101119313,118050.0,58
101119313,113802.0,59
101119313,126651.0,96
101119313,115710.0,98
101119313,122031.0,92
101119313,126650.0,88
101119313,135718.0,85
101119313,113802.0,56
101119313,126650.0,58
101119313,113307.0,91
101119313,113802.0,56
101119313,126647.0,95
101119313,112920.0,95
101119313,126650.0,64
101119313,113802.0,74
101120354,117877.0,76
101120354,113256.0,67
101120354,117946.0,72
101120354,117877.0,73
101120354,156140.0,50
101120354,159779.0,69
101120354,159926.0,55
101120354,122332.0,92
101120354,121013.0,83
101120354,159926.0,92
101120354,159926.0,76
101120354,113583.0,71
101120354,113256.0,94
101120354,109705.0,96
101120354,113256.0,79
101120354,156140.0,97
101120354,113583.0,59
101120354,107332.0,81
101120354,109750.0,66
101120354,114991.0,100
101120354,119985.0,72
101120354,156139.0,76
101120354,114925.0,52
101120354,111781.0,87
101120354,159926.0,89
101120354,117760.0,95
101120354,117877.0,91
101120354,119985.0,82
101120354,113583.0,97
101120354,109705.0,67
101120354,113256.0,87
101120354,115130.0,50
101120354,159901.0,85
101120354,108274.0,63
101120440,156750.0,53
101120440,126300.0,77
101120440,110272.0,72
101120440,108680.0,55
101120440,156750.0,87
101120440,126316.0,67
101120440,126309.0,91
101120440,110293.0,54
101120440,126314.0,81
101120440,126310.0,94
101120440,126302.0,83
101120440,126316.0,55
101120440,126316.0,86
101120440,111780.0,84
101120440,160416.0,73
101120440,110497.0,53
101120440,126312.0,100
101120440,125925.0,60
101120440,122706.0,76
101120440,159663.0,93
101120440,126308.0,88
101120440,107773.0,94
101120440,126300.0,57
101120440,124132.0,72
101120440,110293.0,77
101120440,126316.0,52
101130651,114019.0,93
101130651,114294.0,99
101130651,112654.0,95
101130651,160582.0,81
101130651,160668.0,89
101130651,160670.0,84
101130651,160670.0,94
101130651,160582.0,79
101130651,112031.0,92
101130651,112761.0,76
101130651,110069.0,67
101130651,112485.0,53
101130651,160668.0,50
101130651,112485.0,69
101130651,112031.0,95
101130651,117360.0,70
101130651,111650.0,91
101130651,111650.0,93
101130651,160668.0,64
101130651,117360.0,85
101130651,112031.0,79
101130651,112761.0,81
101130651,110068.0,56
101130651,110068.0,55
101130651,128115.0,55
101130651,160668.0,77
101130651,110068.0,56
101130651,110068.0,65
101130651,114019.0,95
101130651,114019.0,80
101130651,112654.0,99
101130651,160582.0,83
101131245,119630.0,78
101131245,117327.0,83
101131245,110947.0,82
101131245,112221.0,51
101131245,116746.0,68
101131245,160403.0,78
101131245,110258.0,72
101131245,109812.0,71
101131245,156319.0,72
101131245,116746.0,71
101131245,109243.0,99
101131245,110014.0,83
101131245,114320.0,61
101131245,109425.0,91
101131245,159759.0,56
101131245,159677.0,76
101131470,160727.0,74
101131470,159790.0,56
101131470,160730.0,87
101131470,159792.0,97
101131470,160728.0,99
101131470,160727.0,85
101131470,159792.0,93
101131470,109640.0,62
101131470,159792.0,77
101131470,111935.0,78
101131470,159791.0,57
101131470,160727.0,85
101131470,159787.0,74
101131470,160729.0,95
101131470,111935.0,90
101131470,160730.0,86
101141576,122031.0,51
101141576,118050.0,89
101141576,112920.0,52
101141576,159603.0,74
101141576,125709.0,99
101141576,121036.0,58
101141576,126650.0,65
101141576,112472.0,86
101141576,112920.0,64
101141576,113802.0,65
101141655,116549.0,52
101141655,123398.0,68
101141655,109859.0,53
101141655,109660.0,58
101141655,127069.0,84
101141655,116549.0,69
101141655,125363.0,55
101142376,123995.0,57
101142376,114209.0,74
101142376,107702.0,94
101142376,118124.0,74
101142376,123994.0,60
101142376,116447.0,87
101142376,117520.0,96
101142376,111158.0,52
101142376,114811.0,60
101142376,123995.0,71
101142376,122695.0,99
101142376,115459.0,65
101142376,115137.0,70
101142376,124554.0,97
101142376,107703.0,96
101142376,113976.0,77
101142376,115137.0,75
101142376,114102.0,72
101152957,156079.0,90
101152957,156521.0,54
101152957,109925.0,92
101152957,109925.0,64
101152957,159691.0,72
101152957,111117.0,90
101152957,159691.0,72
101152957,111117.0,51
101152957,156521.0,57
101152957,118557.0,87
101152957,118557.0,69
101152957,160969.0,74
101152957,156032.0,97
101152957,111117.0,61
101152957,159758.0,51
101152957,108182.0,79
101152957,109863.0,65
101152957,122822.0,79
101153046,121170.0,62
101153046,124362.0,88
101153046,124362.0,97
101153046,124362.0,58
101153046,126695.0,68
101153046,126695.0,75
101153046,126695.0,93
101153046,124362.0,69
101153046,121170.0,79
101153046,126695.0,64
101153046,126695.0,71
101153046,124362.0,70
101153046,124362.0,76
101153046,121170.0,81
101153046,121170.0,92
101153046,121170.0,80
101153046,126695.0,94
101153046,121170.0,58
101153046,126695.0,78
101153046,121170.0,89
101153046,126695.0,94
101153046,124362.0,72
101153046,121170.0,59
101153046,124362.0,82
101153046,124362.0,63
101153046,126695.0,84
101153046,121170.0,70
101153046,124362.0,71
101153046,121170.0,74
101153046,126695.0,82
101153115,113187.0,56
101153115,122605.0,94
101153115,156580.0,60
101153115,113960.0,82
101153115,125976.0,56
101153115,110110.0,57
101153115,112226.0,63
101153115,113780.0,72
101153115,113960.0,70
101153260,112761.0,62
101153260,124022.0,64
101153260,112761.0,58
101153260,124022.0,87
101153260,112761.0,97
101153260,114294.0,63
101153260,114019.0,67
101153260,160670.0,58
101153260,128209.0,100
101153260,112761.0,97
101153260,112485.0,67
101153260,114294.0,71
101153260,112031.0,87
101153260,109021.0,63
101153260,112761.0,56
101153260,112031.0,84
101153260,112654.0,80
101153260,112761.0,68
101153260,160882.0,76
101153260,128115.0,80
101153260,114019.0,78
101153260,111650.0,79
101153260,160882.0,82
101153260,109021.0,93
101153260,114019.0,65
101153260,117360.0,67
101153260,160582.0,99
101153436,115669.0,92
101153436,127686.0,83
101153436,127686.0,65
101153436,116577.0,93
101153436,115676.0,70
101153436,122047.0,79
101153436,121518.0,53
101153436,115668.0,54
101153436,121318.0,76
101153436,127686.0,57
101153436,115676.0,100
101153436,122047.0,92
101153436,124781.0,93
101153436,126675.0,67
101153436,121318.0,84
101153436,111966.0,78
101153436,113908.0,77
101153436,124781.0,58
101153436,115676.0,80
101153436,121318.0,100
101153436,115676.0,68
101153436,126675.0,96
101153481,108359.0,70
101153481,124127.0,56
101153481,107464.0,66
101153481,126148.0,85
101153481,126284.0,60
101153481,113501.0,76
101153481,124912.0,82
101153481,159646.0,54
101153481,124912.0,87
101163542,159887.0,81
101163542,117918.0,100
101163542,159887.0,66
101163542,159884.0,56
101163542,156221.0,65
101163542,108549.0,54
101163542,156221.0,64
101163542,127756.0,76
101163542,109800.0,51
101163542,159887.0,82
101163542,127756.0,71
101163542,117918.0,70
101163542,156221.0,91
101163542,108549.0,52
101163542,127756.0,92
101163542,156157.0,74
101163542,117918.0,78
101163542,159887.0,70
101163542,117918.0,51
101163542,156157.0,78
101163542,109933.0,56
101163542,127756.0,54
101163542,156221.0,68
101163671,141168.0,85
101163671,146222.0,76
101163671,133893.0,59
101163671,131538.0,52
101163671,131235.0,78
101163671,143495.0,68
101163671,159947.0,75
101163671,159947.0,50
101163671,159947.0,75
101163671,131537.0,95
101163671,146798.0,57
101163671,140929.0,54
101163671,130822.0,53
101163671,148122.0,57
101163671,131537.0,70
101164392,156679.0,57
101164392,156679.0,69
101164392,125805.0,100
101164392,156679.0,98
101164392,125800.0,55
101164392,156679.0,99
101164392,156937.0,67
101164392,114092.0,57
101164392,156937.0,78
101164392,159693.0,86
101164392,128040.0,61
101164392,125185.0,76
101164392,128040.0,52
101164392,114092.0,61
101164392,156937.0,66
101164392,125185.0,73
101164392,114092.0,77
101164392,126489.0,50
101164392,125800.0,92
101164392,125804.0,89
101164392,156679.0,89
101164392,148232.0,97
101164392,156679.0,85
101164392,114092.0,72
101164392,128040.0,94
101164392,125804.0,94
101164392,156679.0,85
101164392,125804.0,98
101164392,125804.0,63
101164392,125805.0,80
101174724,125804.0,57
101174724,109112.0,99
101174724,109112.0,93
101174724,125185.0,50
101174724,114092.0,100
101174724,126489.0,91
101174724,126489.0,86
101174724,125185.0,54
101174724,128040.0,86
101174724,114092.0,58
101174724,125805.0,92
101174724,125800.0,84
101174724,125185.0,88
101174724,125803.0,89
101174724,114092.0,70
101174724,148232.0,54
101174724,128041.0,69
101174724,156937.0,77
101174724,114092.0,63
101174724,126489.0,83
101174724,148232.0,89
101174724,125805.0,73
101174724,126489.0,64
101174724,125803.0,98
101174724,125804.0,71
101174724,109112.0,83
101174724,125185.0,71
101174724,159693.0,60
101174724,128041.0,82
101175072,123266.0,87
101175072,111956.0,68
101175072,113390.0,66
101175072,123266.0,65
101175072,160492.0,80
101175072,113390.0,79
101175072,126774.0,77
101175072,119128.0,73
101175072,113699.0,58
101175072,111956.0,99
101175072,110646.0,99
101175072,110646.0,64
101175072,123266.0,58
101175072,123266.0,70
101175072,113699.0,99
101175072,126774.0,58
101175072,111956.0,75
101175072,127630.0,86
101175072,126774.0,72
101175072,113699.0,79
101175072,123266.0,71
101175072,160492.0,82
101175072,127630.0,76
101175072,160492.0,86
101175072,111956.0,77
101175072,113699.0,62
101175072,113699.0,85
101175072,119128.0,91
101175072,111956.0,95
101175072,160492.0,80
101175072,113390.0,53
101175072,110646.0,94
101175072,110646.0,55
101175072,126774.0,50
101175072,127630.0,95
101175072,123266.0,94
101175238,123059.0,75
101175238,127931.0,85
101175238,127931.0,100
101175238,127931.0,69
101175238,121279.0,89
101175238,109266.0,91
101175238,123059.0,56
101175238,116391.0,62
101175238,115767.0,63
101175238,121279.0,79
101175238,109266.0,99
101175238,116391.0,94
101175238,109362.0,56
101175238,120257.0,72
101175238,123667.0,80
101175238,127157.0,94
101175238,127755.0,88
101175238,126402.0,88
101175238,160461.0,73
101175238,109267.0,95
101175238,113276.0,71
101175238,121278.0,90
101175238,160461.0,65
101175238,113276.0,71
101175238,112726.0,76
101175238,120257.0,55
101186393,116746.0,100
101186393,113371.0,79
101186393,121963.0,86
